Type;Committee / Working Group;Reference;Vote;Result;Status;Start date;End date;Vienna agreement;Role;English title;URL;Note;Vote in parallel with;Project ID
"SR";"ISO/TC 138/SC 5";"ISO 17454:2006 (vers 4)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Plastics piping systems — Multilayer pipes — Test method for the adhesion of the different layers using a pulling rig";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511899";"";"";"42163"
"SR";"ISO/TC 138/SC 5";"ISO 3126:2005 (Ed 2, vers 4)";"";"";"Open";"2025-10-15";"2026-03-04";"Joint, CEN lead";"Obligated voter";"Plastics piping systems — Plastics components — Determination of dimensions";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511992";"";"CEN";"32202"
"SR";"ISO/TC 138/SC 5";"ISO 4059:1978 (vers 9)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Polyethylene (PE) pipes — Pressure drop in mechanical pipe-jointing systems — Method of test and requirements";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512310";"";"";"9767"
"SR";"ISO/TC 145/SC 2";"ISO 23601:2020 (Ed 2)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Safety identification — Escape and evacuation plan signs";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511901";"";"";"80678"
"SR";"ISO/TC 147/SC 2";"ISO 21863:2020";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Water quality — Determination of alkylmercury compounds in water — Method using gas chromatography-mass spectrometry (GC-MS) after phenylation and solvent extraction";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511926";"";"";"72011"
"SR";"ISO/TC 147/SC 2";"ISO 29441:2010 (vers 3)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Water quality — Determination of total nitrogen after UV digestion — Method using flow analysis (CFA and FIA) and spectrometric detection";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511939";"";"ISO";"45480"
"SR";"ISO/TC 147/SC 4";"ISO 19458:2006 (vers 4)";"";"";"Open";"2025-10-15";"2026-03-04";"Joint, ISO lead";"Obligated voter";"Water quality — Sampling for microbiological analysis";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511940";"";"ISO";"33845"
"CIB";"ISO/TC 147/SC 4";"Call for data on storage time and temperature parameters";"";"";"Open";"2025-11-15";"2026-03-04";"";"Obligated voter";"Call for data on storage time and temperature parameters – ISO 19458";"https://isotc.iso.org/livelink/eb3/part/cib/ballotAction.do?method=doView&id=524349";"We kindly ask you to submit your contributions (data, reports, or references) by 2026-03-04 to joana.gericke@din.de";"";""
"SR";"ISO/TC 147/SC 5";"ISO 10707:1994 (vers 6)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Water quality — Evaluation in an aqueous medium of the ""ultimate"" aerobic biodegradability of organic compounds — Method by analysis of biochemical oxygen demand (closed bottle test)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512155";"";"";"18796"
"SR";"ISO/TC 147/SC 5";"ISO 12890:1999 (vers 5)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Water quality — Determination of toxicity to embryos and larvae of freshwater fish — Semi-static method";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511754";"";"";"2171"
"SR";"ISO/TC 147/SC 5";"ISO 14593:1999 (vers 5)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Water quality — Evaluation of ultimate aerobic biodegradability of organic compounds in aqueous medium — Method by analysis of inorganic carbon in sealed vessels (CO2 headspace test)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511905";"";"";"24154"
"SR";"ISO/TC 147/SC 5";"ISO 15522:1999 (vers 5)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Water quality — Determination of the inhibitory effect of water constituents on the growth of activated sludge microorganisms";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512259";"";"";"27554"
"SR";"ISO/TC 147/SC 5";"ISO 21427-1:2006 (vers 4)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Water quality — Evaluation of genotoxicity by measurement of the induction of micronuclei — Part 1: Evaluation of genotoxicity using amphibian larvae";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512153";"";"";"39680"
"SR";"ISO/TC 147/SC 5";"ISO 9439:1999 (Ed 2, vers 5)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Water quality — Evaluation of ultimate aerobic biodegradability of organic compounds in aqueous medium — Carbon dioxide evolution test";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511861";"";"";"26727"
"SR";"ISO/TC 147/SC 5";"ISO 9888:1999 (Ed 2, vers 5)";"";"";"Open";"2025-10-15";"2026-03-04";"Joint, ISO lead";"Obligated voter";"Water quality — Evaluation of ultimate aerobic biodegradability of organic compounds in aqueous medium — Static test (Zahn-Wellens method)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511643";"";"ISO";"28121"
"SR";"ISO/TC 147/SC 6";"ISO 5667-22:2010 (vers 3)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Water quality — Sampling — Part 22: Guidance on the design and installation of groundwater monitoring points";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511744";"";"ISO";"46242"
"SR";"ISO/TC 156";"ISO 15329:2006 (vers 4)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Corrosion of metals and alloys — Anodic test for evaluation of intergranular corrosion susceptibility of heat-treatable aluminium alloys";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512143";"";"";"38865"
"SR";"ISO/TC 156";"ISO 16540:2015 (vers 2)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Corrosion of metals and alloys — Methodology for determining the resistance of metals to stress corrosion cracking using the four-point bend method";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511571";"";"";"57070"
"SR";"ISO/TC 156";"ISO 23226:2020";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Corrosion of metals and alloys — Guidelines for the corrosion testing of metals and alloys exposed in deep-sea water";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511924";"";"";"74954"
"SR";"ISO/TC 156";"ISO 23449:2020";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Corrosion of metals and alloys — Multielectrode arrays for corrosion measurement";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512194";"";"";"75615"
"SR";"ISO/TC 162";"ISO 6443:2005 (Ed 2, vers 5)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Door leaves — Method for measurement of height, width, thickness and squareness";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512068";"";"";"42856"
"SR";"ISO/TC 162";"ISO 6445:2005 (Ed 2, vers 5)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Doors — Behaviour between two different climates — Test method";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512114";"";"";"42858"
"SR";"ISO/TC 162";"ISO 8271:2005 (Ed 2, vers 4)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Door leaves — Determination of the resistance to hard body impact";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511788";"";"";"42859"
"SR";"ISO/TC 163/SC 1";"ISO 12567-1:2010 (Ed 2, vers 3)";"";"";"Open";"2025-10-15";"2026-03-04";"Joint, ISO lead";"Obligated voter";"Thermal performance of windows and doors — Determination of thermal transmittance by the hot-box method — Part 1: Complete windows and doors";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512039";"";"ISO";"50327"
"SR";"ISO/TC 163/SC 1";"ISO 12968:2010 (vers 3)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Thermal insulation products for building applications — Determination of the pull-off resistance of external thermal insulation composite systems (ETICS) (foam block test)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512182";"";"";"52288"
"SR";"ISO/TC 163/SC 1";"ISO 29803:2010 (vers 3)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Thermal insulation products for building applications — Determination of the resistance to impact of external thermal insulation composite systems (ETICS)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512313";"";"";"45689"
"SR";"ISO/TC 163/SC 1";"ISO 29804:2009 (vers 3)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Thermal insulation products for building applications — Determination of the tensile bond strength of the adhesive and of the base coat to the thermal insulation material";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511844";"";"";"45690"
"SR";"ISO/TC 163/SC 1";"ISO 9972:2015 (Ed 3, vers 2)";"";"";"Open";"2025-10-15";"2026-03-04";"Joint, ISO lead";"Obligated voter";"Thermal performance of buildings — Determination of air permeability of buildings — Fan pressurization method";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511943";"";"ISO";"55718"
"SR";"ISO/TC 163/SC 3";"ISO 8143:2010 (vers 3)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Thermal insulation products for building equipment and industrial installations — Calcium silicate products";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511973";"";"";"44974"
"SR";"ISO/TC 178";"ISO 4190-5:2006 (Ed 3, vers 3)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Lift (Elevator) installation — Part 5: Control devices, signals and additional fittings";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511997";"";"";"40083"
"SR";"ISO/TC 188";"ISO 11591:2020 (Ed 4)";"";"";"Open";"2025-10-15";"2026-03-04";"Joint, ISO lead";"Obligated voter";"Small craft — Field of vision from the steering position";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512300";"";"ISO";"80914"
"SR";"ISO/TC 188";"ISO 12215-10:2020";"";"";"Open";"2025-10-15";"2026-03-04";"Joint, ISO lead";"Obligated voter";"Small craft — Hull construction and scantlings — Part 10: Rig loads and rig attachment in sailing craft";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511852";"";"ISO";"67294"
"SR";"ISO/TC 188";"ISO 12215-7:2020";"";"";"Open";"2025-10-15";"2026-03-04";"Joint, ISO lead";"Obligated voter";"Small craft — Hull construction and scantlings — Part 7: Determination of loads for multihulls and of their local scantlings using ISO 12215-5";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511712";"";"ISO";"73457"
"SR";"ISO/TC 188";"ISO 16147:2020 (Ed 3)";"";"";"Open";"2025-10-15";"2026-03-04";"Joint, ISO lead";"Obligated voter";"Small craft — Inboard diesel engines — Engine-mounted fuel, oil and electrical components";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512238";"";"ISO";"80913"
"SR";"ISO/TC 188";"ISO 23411:2020";"";"";"Open";"2025-10-15";"2026-03-04";"Joint, ISO lead";"Obligated voter";"Small craft — Steering wheels";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512085";"";"ISO";"75467"
"SR";"ISO/TC 188";"ISO 8099-2:2020";"";"";"Open";"2025-10-15";"2026-03-04";"Joint, ISO lead";"Obligated voter";"Small craft — Waste systems — Part 2: Sewage treatment systems";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511594";"";"ISO";"71020"
"SR";"ISO/TC 188";"ISO 8666:2020 (Ed 3)";"";"";"Open";"2025-10-15";"2026-03-04";"Joint, ISO lead";"Obligated voter";"Small craft — Principal data";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511923";"";"ISO";"79071"
"SR";"ISO/TC 188";"ISO 8849:2020 (Ed 3)";"";"";"Open";"2025-10-15";"2026-03-04";"Joint, ISO lead";"Obligated voter";"Small craft — Electrically operated bilge pumps";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511631";"";"ISO";"72107"
"SR";"ISO/TC 188";"ISO 9093:2020";"";"";"Open";"2025-10-15";"2026-03-04";"Joint, ISO lead";"Obligated voter";"Small craft — Seacocks and through-hull fittings";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512066";"";"ISO";"75179"
"SR";"ISO/TC 190/SC 3";"ISO 11047:1998 (vers 5)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Soil quality — Determination of cadmium, chromium, cobalt, copper, lead, manganese, nickel and zinc — Flame and electrothermal atomic absorption spectrometric methods";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511775";"";"";"24010"
"SR";"ISO/TC 190/SC 3";"ISO 11264:2005 (vers 4)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Soil quality — Determination of herbicides — Method using HPLC with UV-detection";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512063";"";"";"41478"
"SR";"ISO/TC 190/SC 3";"ISO 13878:1998 (vers 5)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Soil quality — Determination of total nitrogen content by dry combustion (""elemental analysis"")";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511966";"";"";"23117"
"SR";"ISO/TC 190/SC 3";"ISO 13913:2014 (vers 2)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Soil quality — Determination of selected phthalates using capillary gas chromatography with mass spectrometric detection (GC/MS)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511718";"";"";"54342"
"SR";"ISO/TC 190/SC 3";"ISO 14255:1998 (vers 5)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Soil quality — Determination of nitrate nitrogen, ammonium nitrogen and total soluble nitrogen in air-dry soils using calcium chloride solution as extractant";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511921";"";"";"23081"
"SR";"ISO/TC 190/SC 3";"ISO 14507:2003 (vers 4)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Soil quality — Pretreatment of samples for determination of organic contaminants";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511920";"";"";"32421"
"SR";"ISO/TC 190/SC 3";"ISO 16720:2005 (vers 4)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Soil quality — Pretreatment of samples by freeze-drying for subsequent analysis";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511823";"";"";"30427"
"SR";"ISO/TC 190/SC 4";"ISO/TS 5594:2022";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Soil and water quality — Guidance and requirements for designing an interlaboratory trial for validation of biotests";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511650";"";"";"81372"
"SR";"ISO/TC 198";"ISO 14937:2009 (Ed 2, vers 3)";"";"";"Open";"2025-10-15";"2026-03-04";"Joint, ISO lead";"Obligated voter";"Sterilization of health care products — General requirements for characterization of a sterilizing agent and the development, validation and routine control of a sterilization process for medical devices";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511753";"";"ISO";"44954"
"SR";"ISO/TC 207/SC 1";"ISO 14009:2020";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Environmental management systems — Guidelines for incorporating material circulation in design and development";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=511663";"";"";"43244"
"SR";"ISO/TC 207/SC 5";"ISO 14046:2014 (vers 2)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Environmental management — Water footprint — Principles, requirements and guidelines";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512274";"";"";"43263"
"SR";"ISO/TC 207/SC 5";"ISO/TS 14074:2022";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Environmental management — Life cycle assessment — Principles, requirements and guidelines for normalization, weighting and interpretation";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512261";"";"";"61117"
"SR";"ISO/TC 207/SC 7";"ISO 14065:2020 (Ed 3)";"";"";"Open";"2025-10-15";"2026-03-04";"Joint, ISO lead";"Obligated voter";"General principles and requirements for bodies validating and verifying environmental information";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512034";"";"ISO";"74257"
"SR";"ISO/TC 215";"ISO/IEEE 11073-10441:2015 (vers 2)";"";"";"Open";"2025-10-15";"2026-03-04";"";"Obligated voter";"Health informatics — Personal health device communication — Part 10441: Device specialization — Cardiovascular fitness and activity monitor";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=512188";"";"";"64868"
